gene id,name,3018_5139jL11HMBYSc6ab35_15_8_rem_of_zooids_StageA1to2,2372_5432b1_zooid_naive_stageAtoB,HISeq-Sample_944axbyd196-10,Hm9axByd196.6_4_219_2,2061_L11HMBY15xSC6ab_24_2_zooids,HISeq-Sample_bot_cDNA_15,2336_5139jL11HMBYSc6ab_15_9_vs_944axBYd196_6_4_101,2619_chimera_5432b_vs_5423b_zooid_StageA2,2626_chimera_5432b_vs_5423b_zooid_StageA2,2627_chimera_5432b_vs_5423b_zooid_StageA2,2662_HM9axBYd196_6_4_202_vs_944axBYd196_6_4_103,2390_chimera_L11HM9abld196_4_15_93_vs_944axbyd196_6_4_zooid_without_test,3562_5606b_vs_L11HMBY15xSC6ab_24_6
g10319.t1,g10319,86,0,8,12,79,17,30,155,68,49,78,125,211
g1032.t1,198419744,296,107,41,94,74,737,43,494,170,239,16,201,725
g10320.t1,g10320,2,4,0,0,0,5,0,12,4,10,0,8,2
g10321.t1,Tdg,148,37,75,22,52,94,40,83,16,62,30,78,54
g10322.t1,g10322,4,8,0,6,2,10,4,4,2,4,0,6,8
g10323.t1,g10323,0,2,0,0,0,12,0,0,0,0,0,0,0
g10324.t1,g10324,0,0,0,0,0,0,0,0,0,0,0,0,0
g10325.t1,g10325,6,2,1,8,2,18,8,48,12,12,6,38,23
g10326.t1,DHTKD1,8,2,2,6,42,14,0,24,10,7,17,44,41
g10327.t1,g10327,97,24,9,126,5,21,11,161,38,66,79,200,68
g10328.t1,Lrp12,44,14,2,16,0,43,34,88,14,22,31,95,25
g10328.t2,Lrp12,26,22,3,34,0,14,26,103,8,24,47,82,38
g10329.t1,g10329,119,58,34,36,0,141,40,135,54,28,37,215,84
g1033.t1,DNAJC25,64,80,52,30,87,105,18,38,32,40,31,34,48
g10330.t1,g10330,4,0,0,0,0,6,2,2,0,0,0,0,2
g10331.t1,g10331,6,0,4,10,0,0,0,8,0,2,6,2,10
g10332.t1,g10332,4,0,0,0,0,0,0,0,0,0,0,2,0
g10333.t1,KIAA1407,74,144,25,28,18,69,38,39,20,45,18,95,35
g10334.t1,g10334,16,0,0,2,0,14,14,2,2,2,2,24,4
g10335.t1,g10335,102,36,19,19,10,73,64,166,26,36,53,84,86
g10336.t1,g10336,80,26,7,13,28,30,33,78,17,34,33,56,39
g10337.t1,Cct3,167,64,75,174,452,209,32,81,58,57,161,133,125
g10338.t1,g10338,8,0,2,0,2,23,0,2,0,0,0,0,0
g10339.t1,g10339,20,31,16,6,0,2,4,9,10,14,3,0,0
g1034.t1,TYK2,68,12,4,22,6,26,14,38,6,42,12,8,12
g10340.t1,Ppib,4,0,0,0,0,2,0,0,2,2,2,6,2
g10341.t1,g10341,132,80,0,58,16,226,36,103,23,39,28,68,67
g10342.t1,g10342,0,2,2,0,0,4,0,10,0,2,0,2,6
g10343.t1,g10343,66,20,14,15,4,28,17,47,15,16,8,48,33
g10344.t1,g10344,2,2,0,0,0,4,0,4,8,0,0,0,0
g10345.t1,g10345,0,0,1,2,0,7,0,0,0,0,0,2,2
g10346.t1,g10346,0,0,0,0,0,0,0,0,0,0,0,4,2
g10347.t1,g10347,55,11,0,13,1,40,18,29,10,6,12,69,12
g10348.t1,SLC25A19,24,24,6,28,8,10,20,78,18,29,62,102,86
g10349.t1,198424886,8,2,0,14,21,0,5,5,4,0,6,4,12
g1035.t1,g1035,257,78,75,24,0,126,127,252,64,159,121,121,318
g10350.t1,198424886,38,26,12,79,154,45,38,49,36,62,54,29,140
g10351.t1,g10351,12,1,0,2,0,1,0,10,2,4,0,6,0
g10352.t1,g10352,36,16,54,0,0,158,25,55,11,33,12,27,46
g10353.t1,Pold1,48,37,24,36,130,70,33,40,58,42,55,26,35
g10354.t1,g10354,14,32,17,34,8,84,54,86,22,33,61,89,65
g10355.t1,g10355,22,6,8,8,2,32,4,10,0,4,2,20,18
g10356.t1,Acta1,12968,7118,4726,5137,690,6562,6384,10239,4993,10964,15044,10235,9638
g10357.t1,g10357,32,0,4,6,8,85,6,5,4,0,0,18,12
g10358.t1,g10358,6,2,0,4,12,13,12,4,2,2,5,4,6
g10359.t1,g10359,34,14,0,24,6,46,11,38,10,17,16,26,30
g1036.t1,SFMBT1,38,7,18,28,30,40,6,47,12,42,33,66,41
g10360.t1,g10360,54,20,5,10,6,36,0,29,13,20,12,53,8
g10361.t1,g10361,0,0,4,0,0,4,0,0,0,0,0,0,0
g10362.t1,g10362,16,12,0,6,2,32,0,6,0,6,4,10,10
g10363.t1,g10363,6,2,2,4,4,0,4,18,2,8,6,21,5
g10364.t1,g10364,0,0,2,2,0,44,0,0,0,0,0,2,8
g10365.t1,g10365,0,2,0,0,0,3,0,0,0,0,0,4,0
g10366.t1,g10366,0,0,0,0,0,2,0,0,0,0,0,0,0
g10367.t1,g10367,0,6,0,0,0,10,0,0,0,0,0,0,0
g10368.t1,g10368,2,0,0,4,2,3,2,2,0,1,3,14,12
g10369.t1,DDHD1,91,28,85,52,62,229,10,92,20,48,76,138,53
g1037.t1,g1037,130,50,0,44,6,38,6,58,38,76,44,78,60
g10370.t1,g10370,0,10,2,4,0,6,0,8,0,6,0,6,0
g10371.t1,g10371,2,18,19,29,40,28,0,18,2,12,26,61,36
g10372.t1,g10372,40,0,0,12,0,9,12,4,1,14,14,0,4
g10373.t1,g10373,15,10,0,0,8,10,9,2,4,0,10,0,1
g10374.t1,g10374,10,2,0,2,32,4,7,4,6,0,4,4,11
g10375.t1,Pa2g4,62,68,69,79,398,240,18,126,46,77,93,128,80
g10376.t1,g10376,18,6,10,10,6,58,10,29,16,19,24,67,44
g10377.t1,198416146,52,34,48,8,8,164,32,126,23,104,32,135,117
g10378.t1,STX1A,48,32,9,16,6,81,3,7,14,14,6,12,6
g10379.t1,g10379,2,20,4,4,0,18,4,6,6,0,2,12,8
g1038.t1,g1038,30,0,0,2,2,2,23,13,18,27,4,30,30
g10380.t1,g10380,61,12,2,16,5,9,3,18,8,9,3,34,14
g10381.t1,g10381,2,0,0,0,0,2,0,4,2,2,8,0,0
g10382.t1,g10382,264,225,58,190,238,129,108,458,185,314,186,245,258
g10383.t1,g10383,86,187,61,64,52,50,30,322,112,177,99,108,76
g10384.t1,TMEM8B,35,112,95,58,23,195,14,102,67,67,44,81,53
g10385.t1,Nupl1,52,20,11,6,62,30,20,119,24,69,17,51,24
g10386.t1,SLC6A6,34,2,55,34,20,320,20,66,10,12,30,68,28
g10387.t1,g10387,2,0,2,2,0,14,0,10,0,2,0,0,0
g10388.t1,g10388,26,23,0,8,2,38,8,22,4,6,1,30,15
g10389.t1,g10389,4,2,0,0,0,10,0,0,0,5,0,12,2
g1039.t1,g1039,82,14,23,77,2,75,41,47,18,50,47,77,58
g10390.t1,g10390,267,260,133,170,125,799,299,692,75,341,404,1064,555
g10391.t1,MYH6,8,2,0,0,0,2,2,8,0,17,0,0,0
g10392.t1,MOXD1,4,23,123,22,14,52,0,79,41,67,21,40,44
g10393.t1,g10393,18,8,10,4,21,6,8,76,22,36,10,80,26
g10394.t1,g10394,45,34,5,15,2,95,26,51,12,25,8,28,28
g10395.t1,Dom3z,178,0,87,18,0,53,47,0,6,0,106,86,109
g10396.t1,Gstcd,34,62,57,70,100,107,7,122,38,41,65,159,60
g10397.t1,g10397,0,0,0,0,0,0,2,6,0,0,0,0,0
g10398.t1,TTPAL,8,0,134,221,12,210,0,4,2,0,0,0,0
g10399.t1,g10399,0,4,0,4,5,0,0,11,4,6,7,6,10
g104.t1,g104,28,2,0,0,0,12,0,22,26,17,6,18,33
g1040.t1,g1040,22,4,0,2,1,10,8,5,4,0,2,16,0
g10400.t1,g10400,68,49,19,22,2,56,16,40,28,11,30,24,41
g10401.t1,g10401,14,18,3,6,31,13,18,37,3,22,24,37,33
g10402.t1,g10402,74,24,41,48,62,126,22,66,43,41,51,74,75
g10403.t1,g10403,2,0,0,2,0,8,2,0,0,0,0,4,2
g10404.t1,g10404,108,192,112,102,31,211,40,145,42,103,101,296,68
g10405.t1,g10405,12,0,17,0,2,10,0,2,0,0,0,0,0
g10406.t1,g10406,10,0,9,2,0,60,2,0,0,0,2,4,8
g10407.t1,g10407,50,97,20,59,29,192,56,130,20,105,55,163,82
g10408.t1,g10408,2,0,0,0,0,4,0,2,0,0,0,6,2
g10409.t1,WDR43,34,12,12,10,80,43,2,21,12,14,9,6,15
g1041.t1,g1041,44,14,2,12,17,19,24,54,18,14,22,70,30
g10410.t1,g10410,6,2,1,8,0,49,0,0,4,2,10,16,27
g10411.t1,CAMK4,170,70,259,6,4,205,122,366,62,115,137,232,385
g10412.t1,g10412,20,22,8,2,2,44,8,40,12,14,2,25,14
g10413.t1,Pkhd1l1,4,6,0,4,0,18,0,2,20,10,0,4,2
g10414.t1,Mrgbp,6,14,8,2,10,12,0,12,4,9,4,2,0
g10415.t1,ptplad1,0,2,16,6,0,4,0,40,14,15,29,0,0
g10416.t1,g10416,0,0,0,0,0,0,0,2,0,0,0,0,0
g10417.t1,g10417,0,0,0,0,0,0,0,0,0,0,0,0,0
g10418.t1,g10418,0,2,0,2,0,0,0,2,0,2,4,8,0
g10419.t1,g10419,2,0,0,0,0,0,0,0,0,0,0,0,0
g1042.t1,g1042,0,4,0,0,0,0,0,2,0,0,0,0,0
g10420.t1,g10420,2,2,1,8,2,10,0,20,0,0,11,14,26
g10421.t1,g10421,10,8,2,2,62,0,3,17,4,1,5,14,11
g10422.t1,g10422,163,50,8,50,37,120,48,133,45,48,83,198,124
g10423.t1,g10423,18,14,0,2,4,32,4,18,4,8,2,8,10
g10424.t1,MTMR10,279,146,32,47,115,74,110,298,226,131,70,205,291
g10425.t1,g10425,0,0,2,0,0,8,8,2,0,0,0,12,2
g10426.t1,g10426,6,0,0,2,6,18,0,9,4,4,4,6,18
g10427.t1,g10427,2,2,2,0,0,2,4,0,0,0,6,4,0
g10428.t1,g10428,36,63,2,28,32,16,8,37,14,33,10,47,48
g10429.t1,g10429,0,2,0,2,0,16,6,8,4,6,14,54,16
g1043.t1,g1043,10,4,6,10,4,51,9,16,1,7,3,21,10
g10430.t1,g10430,2461,873,126,894,362,422,467,1335,767,1050,632,1557,1316
g10431.t1,g10431,148,68,6,28,0,38,110,649,116,260,29,336,404
g10432.t1,g10432,16,2,1,2,2,16,0,26,2,13,4,6,3
g10433.t1,g10433,173,4,26,24,4,230,145,14,16,4,36,488,212
g10434.t1,Abcc5,22,26,553,72,2,456,2,40,6,8,6,38,4
g10435.t1,g10435,2,2,0,12,2,10,0,7,0,2,6,18,10
g10436.t1,g10436,20,4,3,19,8,164,0,17,2,6,17,2,9
g10437.t1,g10437,18,2,0,4,2,25,5,4,4,2,7,8,12
g10438.t1,g10438,174,87,26,17,24,66,52,113,87,90,17,126,122
g10439.t1,g10439,42,32,4,16,4,70,26,39,16,6,13,68,56
g1044.t1,g1044,160,108,20,61,140,76,2,65,107,69,43,99,71
g10440.t1,g10440,8,2,0,0,0,11,3,4,2,2,0,6,3
g10441.t1,g10441,31,25,0,15,5,20,13,23,4,10,25,34,24
g10442.t1,g10442,64,359,4,14,90,28,12,229,44,52,18,16,126
g10443.t1,g10443,6,0,0,3,2,0,2,18,8,1,5,8,17
g10444.t1,g10444,26,18,0,0,0,4,10,14,0,16,10,14,12
g10445.t1,Itsn2,133,76,54,77,72,161,32,306,89,110,132,410,176
g10446.t1,g10446,4,8,5,16,0,2,8,25,13,13,4,31,30
g10447.t1,g10447,20,0,0,0,0,2,4,0,0,0,0,0,4
g10448.t1,CAMK4,352,72,268,6,4,149,105,728,177,183,325,510,820
g10449.t1,g10449,410,111,53,23,69,155,110,124,76,353,27,172,279
g1045.t1,g1045,2,2,2,4,7,2,0,2,0,4,4,0,6
g10450.t1,g10450,0,0,0,3,0,4,0,0,0,0,0,0,0
g10451.t1,g10451,24,0,6,4,6,10,12,2,13,20,2,8,4
g10452.t1,g10452,0,0,0,0,0,2,0,0,0,0,0,0,0
g10453.t1,g10453,233,204,17,118,55,233,187,251,52,103,81,523,109
g10454.t1,g10454,4,6,0,0,0,6,0,2,6,3,0,0,0
g10455.t1,g10455,0,2,0,4,2,2,2,2,0,7,4,1,7
g10456.t1,SELP,314,109,60,57,64,182,103,410,147,176,64,426,406
g10457.t1,g10457,29,87,22,59,16,44,38,115,22,48,10,39,61
g10458.t1,g10458,6,2,0,1,0,3,1,0,0,0,0,1,0
g10459.t1,g10459,6,4,0,0,0,4,0,0,0,0,0,2,0
g1046.t1,g1046,0,0,0,2,0,0,0,4,0,0,0,0,2
g10460.t1,g10460,10,18,8,8,16,66,2,14,4,9,10,30,18
g10461.t1,g10461,105,110,38,138,19,50,20,143,40,83,53,85,89
g10462.t1,g10462,185,104,46,95,31,457,69,223,81,69,140,335,226
g10463.t1,g10463,415,266,55,203,123,901,139,317,75,180,138,368,249
g10464.t1,g10464,40,16,2,15,2,26,11,8,2,2,14,18,13
g10465.t1,198430230,34,6,29,16,2,68,12,6,8,0,13,88,12
g10466.t1,g10466,18,42,6,8,2,9,7,59,11,42,8,19,31
g10467.t1,g10467,108,88,28,64,31,109,170,206,31,79,169,312,195
g10468.t1,g10468,26,4,4,11,2,69,0,79,17,52,13,28,40
g10469.t1,Itln1,82,88,45,10,4,80,22,357,74,120,163,143,154
g1047.t1,Depdc1b,42,50,4,34,20,22,6,78,20,26,4,26,20
g10470.t1,198415078,26,4,0,12,16,0,4,35,8,10,7,46,33
g10471.t1,g10471,0,0,0,2,0,0,0,0,0,0,2,0,0
g10472.t1,g10472,8,18,2,4,2,15,0,12,4,0,5,14,5
g10473.t1,g10473,2,0,10,4,0,64,0,0,0,0,0,2,0
g10474.t1,g10474,8,6,4,8,4,51,4,44,2,2,0,2,10
g10475.t1,g10475,24,48,2,5,0,8,6,68,2,33,2,6,10
g10476.t1,198413858,109,185,8,12,73,16,36,331,84,265,28,48,86
g10477.t1,198412051,90,109,0,4,8,44,56,252,69,82,2,11,20
g10478.t1,g10478,44,2,0,4,0,14,0,0,0,2,6,11,14
g10479.t1,MRC2,16,0,87,68,6,90,4,0,6,0,10,24,10
g1048.t1,GCFC1,38,56,60,26,90,134,6,26,16,20,80,87,44
g10480.t1,Lrp5,494,223,44,201,16,241,152,424,198,248,156,335,353
g10481.t1,g10481,8,10,0,22,4,2,0,16,4,1,6,24,23
g10482.t1,g10482,0,0,0,0,0,0,0,0,0,0,0,0,0
g10483.t1,g10483,0,0,0,2,0,0,0,0,0,0,0,0,0
g10484.t1,Pkdcc,148,49,62,18,50,399,78,101,34,72,16,218,139
g10485.t1,g10485,8,0,2,2,0,14,4,4,8,12,2,4,9
g10486.t1,TOB2,118,50,3,8,0,12,41,95,36,82,50,108,64
g10487.t1,g10487,339,199,35,14,0,169,232,430,94,194,119,497,126
g10488.t1,g10488,4,6,0,0,0,65,0,6,0,2,8,13,4
g10489.t1,260789083,40,40,28,59,18,64,34,124,18,80,52,132,142
g1049.t1,GXYLT2,8,2,0,14,12,2,2,10,4,4,32,11,2
g10490.t1,FAM73B,80,18,41,26,68,44,42,53,44,10,46,74,70
g10491.t1,g10491,4,4,0,2,0,8,6,10,8,5,5,14,14
g10492.t1,Celf6,168,156,9,30,28,29,34,57,22,41,35,25,27
g10493.t1,g10493,0,0,0,0,0,2,0,4,0,0,0,0,0
g10494.t1,g10494,20,10,7,5,0,30,28,17,4,6,2,28,12
g10495.t1,g10495,42,34,22,6,10,36,0,29,10,20,18,21,19
g10496.t1,g10496,6,0,0,4,0,0,2,4,0,2,0,4,8
g10497.t1,C4orf37,500,374,97,54,12,162,155,458,205,301,301,464,507
g10498.t1,g10498,0,0,0,0,0,0,0,0,0,0,0,0,0
g10499.t1,g10499,8,4,2,4,2,31,6,6,2,2,7,7,8
g105.t1,g105,8,0,8,8,2,26,0,22,4,4,8,6,30
g1050.t1,g1050,14,6,38,10,14,106,2,14,14,0,2,12,2
g10500.t1,g10500,4,0,0,0,0,2,0,0,0,6,0,2,0
g10501.t1,g10501,0,2,0,0,0,12,0,0,0,0,0,0,0
g10502.t1,g10502,12,12,8,7,24,162,7,49,8,38,6,90,36
g10503.t1,Cp,68,10,39,46,76,158,0,12,38,22,2,33,60
g10504.t1,g10504,0,0,0,2,2,2,0,14,2,0,0,2,0
g10505.t1,g10505,24,41,8,12,2,50,10,54,2,13,7,34,18
g10506.t1,Chid1,190,228,205,162,195,494,82,294,112,128,194,356,242
g10507.t1,g10507,18,4,2,6,0,2,0,0,10,4,2,4,0
g10508.t1,g10508,153,153,32,89,43,241,175,327,62,152,149,414,221
g10509.t1,g10509,64,44,4,6,0,26,12,70,30,40,38,130,63
g1051.t1,g1051,20,8,3,3,0,8,0,0,4,11,2,14,16
g10510.t1,Syne1,510,123,46,57,24,286,107,372,102,235,172,678,607
g10511.t1,g10511,22,2,0,10,2,17,4,12,2,2,6,27,15
g10512.t1,g10512,35,15,6,8,2,196,2,25,4,8,2,8,8
g10513.t1,g10513,0,0,0,2,0,2,0,4,0,0,0,0,0
g10514.t1,g10514,87,4,0,4,0,6,86,11,22,45,0,2,11
g10515.t1,CHADL,364,298,26,118,12,311,61,199,98,222,145,258,182
g10516.t1,g10516,0,0,0,0,0,0,0,0,0,2,0,0,0
g10517.t1,g10517,153,73,45,108,29,405,71,268,29,116,129,275,239
g10518.t1,g10518,47,20,2,2,10,92,47,120,14,32,2,50,28
g10519.t1,g10519,0,2,0,0,0,4,2,12,0,0,0,8,0
g1052.t1,g1052,0,0,3,0,0,0,2,7,0,0,4,15,14
g10520.t1,Dhh,32,42,12,8,18,12,2,68,26,43,31,14,29
g10521.t1,FAM126A,146,50,32,58,60,80,109,121,82,92,135,128,174
g10522.t1,ZMYM1,30,16,0,11,4,35,21,22,8,7,9,82,16
g10523.t1,g10523,108,36,8,17,2,158,12,83,34,33,6,58,26
g10524.t1,g10524,2,6,1,6,2,7,2,28,16,36,24,60,48
g10525.t1,198423764,1163,651,88,80,8,164,359,903,309,558,463,736,866
g10526.t1,g10526,14,2,0,2,2,8,8,6,0,2,6,12,6
g10527.t1,SERPINB9,36,6,13,6,2,22,6,17,14,18,23,12,22
g10528.t1,g10528,0,0,0,0,0,2,0,0,0,0,0,4,8
g10529.t1,g10529,0,2,0,0,0,10,0,0,0,0,0,0,0
g1053.t1,g1053,20,8,6,4,6,8,6,64,6,8,10,9,29
g10530.t1,g10530,10,6,0,2,0,5,0,9,6,0,4,22,10
g10531.t1,DNAH1,327,158,29,95,49,110,103,468,122,158,111,427,299
g10532.t1,g10532,114,107,12,36,43,42,49,104,56,104,59,90,107
g10533.t1,g10533,290,179,73,97,107,293,188,447,81,265,286,528,326
g10534.t1,g10534,286,73,4,85,49,118,79,152,62,102,151,322,217
g10535.t1,g10535,18,2,18,8,0,72,12,38,2,33,26,20,4
g10536.t1,g10536,2,0,0,0,0,0,0,0,0,0,0,0,1
g10537.t1,g10537,0,2,2,0,0,2,0,0,0,2,0,0,0
g10538.t1,g10538,0,0,0,0,0,0,2,0,0,0,0,0,0
g10539.t1,g10539,118,63,36,30,24,150,18,126,44,158,37,110,108
g1054.t1,g1054,270,163,17,169,241,32,61,89,50,63,30,76,115
g10540.t1,g10540,117,58,7,29,20,188,33,67,23,60,26,69,29
g10541.t1,g10541,6,2,36,12,2,18,10,9,0,2,24,17,12
g10542.t1,Mcm9,186,170,69,54,160,465,203,212,94,87,100,374,398
g10543.t1,Cdk20,260,62,236,41,80,542,112,280,82,161,109,313,358
g10544.t1,SERAC1,28,28,14,16,26,96,14,71,30,54,27,62,37
g10545.t1,g10545,14,2,3,8,0,24,0,6,4,12,0,7,13
g10546.t1,g10546,14,0,0,0,0,4,0,0,0,0,0,0,0
g10547.t1,g10547,95,4,4,16,71,89,7,16,10,6,12,43,32
g10548.t1,g10548,8,28,4,8,40,8,8,48,6,28,28,42,36
g10549.t1,g10549,0,0,0,0,0,0,0,0,0,0,0,2,0
g1055.t1,AVIL,10,42,66,26,7,64,4,54,48,34,6,28,58
g10550.t1,g10550,783,1984,368,153,120,96,332,1376,1309,1089,169,193,73
g10551.t1,CHD7,780,186,49,241,380,199,213,771,336,302,194,893,821
g10552.t1,g10552,30,2,0,6,0,16,5,0,4,6,2,2,7
g10553.t1,SCAND3,6,10,0,4,4,10,0,14,0,6,13,2,10
g10554.t1,g10554,21,0,7,8,16,14,6,10,4,4,14,14,28
g10555.t1,CYBB,320,257,152,237,60,539,198,270,122,228,95,250,208
g10556.t1,H1F0,398,1416,9,66,41,3940,36,386,1388,565,4,236,17
g10557.t1,g10557,24,6,0,10,6,23,1,10,8,4,1,4,3
g10558.t1,Otg1,56,43,12,6,12,2,23,131,36,38,12,33,49
g10559.t1,g10559,20,6,0,6,0,0,0,2,2,0,0,2,8
g1056.t1,g1056,0,0,0,2,0,13,0,0,0,0,0,0,0
g10560.t1,g10560,22,24,0,6,0,16,6,37,21,33,4,21,10
g10561.t1,g10561,86,36,0,40,8,0,9,64,86,90,14,18,27
g10562.t1,Cacna1d,36,27,1,12,0,0,13,19,18,20,5,4,0
g10563.t1,g10563,0,0,0,0,0,0,10,18,2,4,0,8,0
g10564.t1,g10564,54,63,8,28,4,102,39,71,14,35,22,134,51
g10565.t1,KLHL20,152,78,21,92,10,143,52,42,28,38,48,190,163
g10566.t1,Med19,250,78,57,88,184,222,42,85,60,115,118,174,153
g10567.t1,KLKB1,160,28,23,52,2,56,0,30,20,0,43,6,16
g10568.t1,HMCN1,443,24,47,148,16,93,0,164,30,60,316,131,44
g10569.t1,B3GNT5,107,20,16,20,12,107,55,10,2,10,41,40,31
g1057.t1,g1057,401,190,39,10,0,22,98,313,155,196,175,82,171
g10570.t1,ASAH2,210,151,168,51,124,430,90,199,57,85,162,341,367
g10571.t1,Med31,44,42,16,66,89,42,56,71,20,66,109,106,95
g10572.t1,g10572,0,0,0,2,0,0,0,0,0,0,2,2,0
g10573.t1,g10573,50,11,2,10,2,40,5,10,2,11,8,32,2
g10574.t1,Adpgk,276,118,85,72,144,137,94,351,128,129,162,173,219
g10575.t1,ZNF330,20,2,9,15,36,22,2,35,18,2,28,45,22
g10576.t1,Yme1l1,178,217,115,52,142,213,54,296,74,123,198,188,251
g10577.t1,g10577,8,0,0,0,2,4,0,0,2,0,0,0,6
g10578.t1,g10578,20,6,0,0,2,8,0,4,6,2,4,3,6
g10579.t1,g10579,0,0,0,0,0,4,0,0,2,0,0,0,0
g1058.t1,EFCAB6,1884,713,610,132,12,287,414,1829,535,1037,595,239,770
g10580.t1,g10580,4,0,0,2,0,2,0,0,0,6,0,0,2
g10581.t1,g10581,62,6,2,14,4,10,8,8,4,16,6,67,10
g10582.t1,g10582,0,0,0,0,0,0,0,0,2,4,0,0,0
g10583.t1,g10583,38,17,7,0,2,2,0,83,24,63,26,14,34
g10584.t1,g10584,22,4,3,5,3,38,10,24,2,14,5,49,30
g10585.t1,g10585,4,18,102,4,0,149,4,18,0,2,0,8,6
g10586.t1,g10586,18,14,0,4,0,8,0,20,8,2,2,12,8
g10587.t1,Six4,24,245,20,40,6,32,8,66,42,15,33,100,89
g10588.t1,Slc5a8,154,4,15,2,3,17,31,56,14,25,24,105,38
g10589.t1,g10589,52,6,0,17,2,4,21,28,8,12,20,75,31
g1059.t1,g1059,446,148,337,86,146,693,227,498,101,287,242,413,618
g10590.t1,g10590,2,0,0,0,4,4,0,0,0,0,0,0,0
g10591.t1,KLHDC1,68,48,107,182,355,226,38,144,34,102,128,184,364
g10592.t1,ARX,30,18,14,9,26,44,28,120,10,18,16,105,98
g10593.t1,KIAA1704,4,0,1,0,2,2,0,0,0,0,0,0,0
g10594.t1,STIP1,18,25,1,2,16,6,0,3,0,2,6,15,11
g10595.t1,ATP6V1F,22,17,0,8,2,0,2,2,2,4,12,13,6
g10596.t1,TSR1,58,30,110,68,126,143,16,41,28,95,44,62,68
g10597.t1,Dnaja4,18,22,52,20,58,90,14,36,14,58,37,16,54
g10598.t1,Gch1,80,83,16,15,2,53,17,120,41,66,9,34,41
g10599.t1,g10599,36,39,0,6,2,8,10,34,17,10,28,54,16
g106.t1,Trappc2,8,0,4,6,4,10,4,24,12,22,0,20,16
g1060.t1,g1060,74,48,4,31,10,59,23,41,10,21,49,64,32
g10600.t1,SLC17A5,34,24,62,21,45,141,26,89,20,39,101,112,98
g10601.t1,g10601,12,0,6,10,6,14,0,20,0,24,13,36,16
g10602.t1,PROSC,32,16,42,28,60,92,66,41,16,30,26,56,58
g10603.t1,g10603,0,0,0,0,0,0,0,0,0,0,0,0,0
g10604.t1,g10604,2,0,1,2,0,5,4,6,6,1,5,1,4
g10605.t1,g10605,18,0,6,10,15,50,0,20,4,12,14,20,6
g10606.t1,g10606,34,6,4,22,50,118,0,50,19,16,24,10,12
g10607.t1,g10607,6,0,0,6,0,2,0,2,0,0,0,28,6
g10608.t1,g10608,175,156,33,72,29,533,105,168,39,74,92,243,139
g10609.t1,Kbtbd12,6,0,24,4,0,78,0,4,0,4,9,0,2
g1061.t1,g1061,2,16,2,0,0,0,0,0,2,0,0,0,0
g10610.t1,Stx5,110,80,4,32,21,40,11,36,2,38,10,60,38
g10611.t1,g10611,352,611,68,223,109,119,114,367,187,261,100,187,108
g10612.t1,g10612,78,10,37,16,28,224,6,14,24,18,78,152,100
g10613.t1,g10613,5,0,0,6,0,10,0,0,0,0,0,4,0
g10614.t1,g10614,14,2,0,0,0,5,3,19,6,11,2,30,13
g10615.t1,g10615,340,142,561,55,27,372,408,542,108,205,197,227,460
g10616.t1,PIBF1,64,35,18,14,27,75,28,90,30,36,8,126,36
g10617.t1,TRAF6,166,50,33,30,38,157,54,182,64,48,56,205,156
g10618.t1,g10618,196,91,9,25,12,522,16,134,17,24,37,185,66
g10619.t1,g10619,70,92,34,36,361,339,0,111,54,40,50,104,158
g1062.t1,CTDSPL2,38,12,8,25,32,3,25,49,16,22,30,30,75
g10620.t1,g10620,20,10,39,4,18,132,44,89,16,19,24,84,25
g10621.t1,g10621,6,10,1,2,12,10,12,58,14,16,2,50,28
g10622.t1,CPNE3,118,52,52,80,140,85,56,171,52,122,156,170,210
g10623.t1,CPNE3,16,14,10,11,24,25,12,47,6,33,25,22,43
g10624.t1,g10624,32,22,7,22,17,34,0,31,12,20,41,31,24
g10625.t1,g10625,10,4,4,2,4,10,0,24,2,2,14,20,3
g10626.t1,Upf1,74,105,63,34,48,111,45,110,47,88,25,84,94
g10626.t2,Upf1,86,66,63,12,40,125,34,81,30,39,16,46,34
g10627.t1,g10627,14,0,2,4,0,4,0,4,0,0,2,6,5
g10628.t1,Ankrd23,4,0,0,0,0,2,0,0,0,0,0,0,2
g10629.t1,g10629,172,112,25,111,47,247,75,165,38,90,77,264,199
g1063.t1,g1063,10,2,0,0,2,1,2,0,2,0,2,4,5
g10630.t1,g10630,20,4,0,4,2,8,4,10,6,6,10,15,8
g10631.t1,g10631,40,0,16,7,28,30,18,2,0,0,13,38,34
g10632.t1,198432911,186,96,27,41,26,75,74,362,180,120,59,346,425
g10633.t1,g10633,142,42,9,29,22,113,29,52,8,31,31,112,60
g10634.t1,g10634,2,0,0,0,0,0,0,0,0,0,0,0,0
g10635.t1,g10635,115,18,13,8,0,23,6,26,10,46,0,26,69
g10636.t1,g10636,26,30,11,6,6,121,28,41,4,7,24,59,31
g10637.t1,g10637,6,5,0,1,0,5,0,0,2,0,3,17,6
g10638.t1,BPNT1,126,111,765,171,111,705,12,269,132,79,62,285,96
g10639.t1,g10639,12,20,42,11,5,67,6,5,2,4,8,5,8
g1064.t1,g1064,0,2,0,0,0,0,0,0,0,6,0,0,0
g10640.t1,g10640,6,12,0,10,0,4,0,11,8,10,5,34,11
g10641.t1,Bdh2,2,2,4,0,2,0,4,0,2,2,0,0,2
g10642.t1,g10642,0,8,8,0,0,7,0,6,0,0,0,0,0
